date,portfolio_weekly_return,cumulative_return
2021-01-11,0.0030089411382375605,0.0030089411382374642
2021-01-18,0.02119344690483518,0.024266157877325556
2021-01-25,-0.031781388867103945,-0.008286443189588155
2021-02-01,0.10020503161639546,0.09108824512500702
2021-02-08,0.017988674111108563,0.11071547599302223
2021-02-15,0.008092925856364215,0.11970441398775011
2021-02-22,0.020107326325078466,0.14221867602743243
2021-03-01,-0.01288440908659968,0.1275018633391407
2021-03-08,0.04539035742884776,0.17867957591779615
2021-03-15,-0.0414709297934319,0.12979863797595703
2021-03-22,-0.0005068166438310356,0.12922603722205328
2021-03-29,0.0005073328426571067,0.12979893067751958
2021-04-05,-0.019891706797505605,0.10732530160834708
2021-04-12,-0.004447511391046674,0.10240045971584966
2021-04-19,0.029193139213535436,0.13458298980539984
2021-04-26,-0.020972188519053605,0.11078830145268959
2021-05-03,0.039277313580564105,0.1544170818904691
2021-05-10,0.02549932024596944,0.18385393275901163
2021-05-17,0.0021789094265645334,0.18643344325277567
2021-05-24,0.017134575663435108,0.20676247685582028
2021-05-31,0.026115302140505142,0.23827744355073444
2021-06-07,-0.02783985285327508,0.20380398173075243
2021-06-14,0.02040012944939093,0.22836173878975208
2021-06-21,0.016579784980104945,0.248727712296674
2021-06-28,-0.0042663916341362015,0.24340015083161748
2021-07-05,-0.018178456286558807,0.2207970555430243
2021-07-12,-0.017090620484734007,0.19993287637785784
2021-07-19,-0.0016471923031750005,0.19795635617956164
2021-07-26,-0.033806569181396635,0.15745756174808334
2021-08-02,0.023072870298711478,0.18416342994655976
2021-08-09,-0.041843164369076535,0.13461428490745653
2021-08-16,-0.01375254131784972,0.11901045507444419
2021-08-23,0.0019356233831873625,0.12117643787731747
2021-08-30,0.022922909349017896,0.14687706372703402
2021-09-06,0.012528326502054234,0.16124551403912357
2021-09-13,-0.021316490940775194,0.13649183455909286
2021-09-20,0.008468034846415336,0.14611568701680566
2021-09-27,0.037083882831176175,0.18861810686510982
2021-10-04,0.018934357203907033,0.21112382667952567
2021-10-11,0.047134097716846936,0.26820905547344
2021-10-18,0.0265385302629577,0.30186545987187885
2021-10-25,0.0076427691135616815,0.31181531699860043
2021-11-01,0.05577640463691218,0.3849836589284137
2021-11-08,0.007388566667449706,0.39521670302573475
2021-11-15,-0.051775823556257386,0.32297820918713116
2021-11-22,0.033393974665015314,0.3671577099870935
2021-11-29,-0.06937362345664395,0.2723130258086013
2021-12-06,0.010330894717090136,0.28545715772541236
2021-12-13,-0.017687735066311418,0.26272033208047163
2021-12-20,0.018815743058039756,0.2864793534030605
2021-12-27,-0.009783222060544149,0.27389344021241313
2022-01-03,0.013976623642682581,0.2916981693871441
2022-01-10,0.05211782316325929,0.3590186661595691
2022-01-17,-0.08022152974824885,0.24999610980382392
2022-01-24,0.004555754496631807,0.25569078520183486
2022-01-31,-0.0006573932601263017,0.25486530254284046
2022-02-07,-0.0044606297894219105,0.24926781299260603
2022-02-14,-0.034615955274767254,0.20602321425184766
2022-02-21,0.006952121545739471,0.21440763422430997
2022-02-28,-0.023987615193288864,0.18527689120674484
2022-03-07,-0.025440203844038122,0.15512320548281755
2022-03-14,0.11761097228868575,0.2909783687928751
2022-03-21,0.03278284940287692,0.33330031823938366
2022-03-28,0.016499023530258783,0.3552984715629166
2022-04-04,-0.09548009949269197,0.22589443865579595
2022-04-11,0.04558195465970853,0.2817731033761932
2022-04-18,-0.024567805527163755,0.25028275104249764
2022-04-25,-0.01774685065480212,0.2280941697834713
2022-05-02,-0.04254344800660724,0.1758468093240706
2022-05-09,0.013205255451597397,0.19137416681314057
2022-05-16,0.00587373803356209,0.19837198656895416
2022-05-23,0.0418755908407575,0.2485545215535414
2022-05-30,-0.010150381825168732,0.2358812164302322
2022-06-06,-0.1346160280122454,0.06951179597945223
2022-06-13,0.0009329846881657042,0.07050963410891353
2022-06-20,0.10054791917071618,0.17814715027076944
2022-06-27,-0.07641225154335732,0.0881222738691898
2022-07-04,-0.019887406511649868,0.06648234387437246
2022-07-11,0.01842238257466121,0.08612948962234745
2022-07-18,0.03938482796048061,0.1289065127139284
2022-07-25,0.008452254415855726,0.1384483177711029
2022-08-01,0.05647154331295623,0.20273825125767586
2022-08-08,0.04561236468469451,0.2575979869942726
2022-08-15,-0.040878658063230655,0.20618906890292665
2022-08-22,0.04924583661048061,0.26558885871146787
2022-08-29,-0.04157920333678996,0.21296668221432768
2022-09-05,0.03865619655879319,0.25985536070127213
2022-09-12,-0.08955584177809207,0.14702795335502783
2022-09-19,-0.08347701891573733,0.05127747919593073
2022-09-26,-0.0039016585580328514,0.04717575342235869
2022-10-03,0.04911794514832739,0.0986108746396166
2022-10-10,0.009533446569812438,0.10908442271400842
2022-10-17,0.059492091542447965,0.17506617471841324
2022-10-24,0.0358329758885119,0.2171722926245041
2022-10-31,0.00030999199570244245,0.21754960629260833
2022-11-07,0.044833894016690655,0.2721370963011944
2022-11-14,-0.038529644266628124,0.2231221065223281
2022-11-21,0.014484348190709356,0.24083823299295126
2022-11-28,0.04782377316167783,0.30017979917794313
2022-12-05,-0.01217091411320515,0.2843554225104241
2022-12-12,-0.05677709760137996,0.21143344933168828
2022-12-19,0.03615902984069986,0.255237707576095
2022-12-26,0.0021893891514534135,0.2579859113955574
2023-01-02,0.033872256391513075,0.3005967327232588
2023-01-09,0.08933608004009873,0.41678694653771453
2023-01-16,0.04348696221257742,0.4783987069450728
2023-01-23,0.01809331582613486,0.5051478416667796
2023-01-30,0.04974927666355593,0.5800278580614142
2023-02-06,-0.043955270058055954,0.510577306861073
2023-02-13,-0.023709513943212086,0.4747622531417508
2023-02-20,-0.06302037273650778,0.3818221862510256
2023-02-27,0.012380606005383352,0.39892998230849686
2023-03-06,-0.047298439287060866,0.3327627774734292
2023-03-13,0.046507669651726063,0.39474646845228034
2023-03-20,-0.0030127105212622352,0.3905445010922808
2023-03-27,0.03532469811593946,0.4396650658101451
2023-04-03,-0.0005945220376066034,0.4388091532017486
2023-04-10,0.00027332307168474187,0.4392024129390697
2023-04-17,-0.007440432065556094,0.428494125157012
2023-04-24,0.00043569538292200833,0.4291165134518742
2023-05-01,-0.016962422864016693,0.4048752348287543
2023-05-08,0.02555926520149292,0.4407828135307521
2023-05-15,0.04414353856164595,0.5043840652188036
2023-05-22,0.11139401180402234,0.6719634415375704
2023-05-29,-0.016790751196578104,0.6438899193809384
2023-06-05,0.06944725721394408,0.7580535654435965
2023-06-12,0.007631857466501836,0.7714707796735372
2023-06-19,-0.021800181817993085,0.7328523945913921
2023-06-26,0.060613850497353294,0.8378872505711352
2023-07-03,0.0236803808026446,0.8814091205369854
2023-07-10,0.062349837772614713,0.9987146739863839
2023-07-17,-0.020293651803010206,0.9581534543389372
2023-07-24,0.004900504706448825,0.9677493945578741
2023-07-31,-0.024428166899443625,0.9196808839313353
2023-08-07,-0.0004186639522714766,0.9188771827453686
2023-08-14,-0.03709092415595207,0.8477042546955731
2023-08-21,-0.011460480297596238,0.8265286764888498
2023-08-28,0.019311655375784376,0.8618019688231899
2023-09-04,-0.027808019214238745,0.8100289439010473
2023-09-11,-0.023855229467121798,0.7668502881021557
2023-09-18,-0.03531381557215242,0.7044560628845118
2023-09-25,-0.013974598618544656,0.6806369735427558
2023-10-02,0.0017601051266313782,0.6835950712958947
2023-10-09,0.008248782495254837,0.6974826808490977
2023-10-16,-0.024578751580028108,0.6557606757251075
2023-10-23,-0.021771650790575598,0.619712032500453
2023-10-30,0.046158222472874905,0.6944750608386014
2023-11-06,0.02849955518393816,0.7427668463427781
2023-11-13,0.055784047157024064,0.8399854342828619
2023-11-20,0.002311234640001287,0.8442380723556744
2023-11-27,0.027978026390503015,0.8958362138144118
2023-12-04,0.0058204357629755175,0.9068708067140412
2023-12-11,0.03242091297126184,0.9686932991859569
2023-12-18,0.007327521543808934,0.9831189417488941
2023-12-25,0.008733050770115505,1.000437620150365
2024-01-01,0.006603050615126652,1.0136466110086215
2024-01-08,-0.0034162828424786186,1.0067674246406173
2024-01-15,0.058193930133281266,1.123549107943898
2024-01-22,0.009800749680686772,1.1443614811855016
2024-01-29,0.004933545354424335,1.154940785809211
2024-02-05,0.031502437551816365,1.2228266733420274
2024-02-12,0.018842747032692987,1.2647108340453341
2024-02-19,0.018195532436513482,1.3059184534855297
2024-02-26,0.14389168609810424,1.6377209477622956
2024-03-04,0.011477937026215962,1.6679965426934418
2024-03-11,-0.0216111877917379,1.6103379683815864
2024-03-18,0.012020976559404942,1.6417167799116266
2024-03-25,-0.002490985612701148,1.6351363014200357
2024-04-01,0.00021087684068439965,1.6356919906380516
2024-04-08,-0.03703513126545198,1.538078791789471
2024-04-15,-0.003733388291095727,1.5286031581463257
2024-04-22,0.016927893196318985,1.5714070823433017
2024-04-29,0.003403820448419677,1.580159690351393
2024-05-06,0.00043208446940930093,1.5812745372821895
2024-05-13,0.008722264425574121,1.6037890963513664
2024-05-20,0.019785939475416604,1.655307509818524
2024-05-27,-0.036943911369752495,1.55721006451635
2024-06-03,0.012598347449985559,1.589426685411727
2024-06-10,0.06652050976948864,1.7616766685360319
2024-06-17,-0.04037733701378675,1.6501675189674407
2024-06-24,-0.016240263981329266,1.6071280988646652
2024-07-01,0.021596938919390296,1.6634340851708718
2024-07-08,0.021905768621245134,1.7217786559785626
2024-07-15,0.033642993619812496,1.8133474379361916
2024-07-22,-0.014180339869293637,1.77345321509585
2024-07-29,-0.025064863771623053,1.7039369880825026
2024-08-05,0.0028879508384475642,1.711745825174345
2024-08-12,0.05784560529730045,1.8686084038439823
2024-08-19,-0.01251220965682751,1.8327157740717488
2024-08-26,-0.016829148195499792,1.7850435805141656
2024-09-02,-0.013186120747731778,1.7483196595738106
2024-09-09,0.026815703240169797,1.8220177839740663
2024-09-16,0.0777475497548943,2.0414227520427866
2024-09-23,0.01558648305408944,2.0888278362278236
2024-09-30,0.04760515703765934,2.235871970433743
2024-10-07,-0.007019288664589292,2.213158450991615
2024-10-14,-0.004860792083936432,2.1975399558286015
2024-10-21,0.012002439750308859,2.2359182364976395
2024-10-28,-0.029821850534974704,2.139417166505408
2024-11-04,0.05001728755101588,2.2964422976651044
2024-11-11,0.011203761997520488,2.333374852606704
2024-11-18,0.03514469140776435,2.450525283147969
2024-11-25,-0.005533839058326629,2.431430631564341
2024-12-02,-0.0017736226590043245,2.425344568443397
2024-12-09,0.049617882013421905,2.5953029110957373
2024-12-16,-0.060911232519784766,2.3763085794989256
2024-12-23,-0.011409122155471275,2.3377878624808566
2024-12-30,0.02900258558694368,2.434592340633519
2025-01-06,-0.0499960062474042,2.262876440513919
2025-01-13,0.024591952947303593,2.3431169444119027
2025-01-20,-0.05274258363250454,2.166792319378015
2025-01-27,-0.017368450841518827,2.111790042653599
2025-02-03,0.054443554193589115,2.281206952479881
2025-02-10,0.021986735674356404,2.3533499824369164
2025-02-17,-0.05659650828272274,2.1635620823810573
2025-02-24,-0.024994051816870137,2.0844918477681396
2025-03-03,-0.021106796336557102,2.019388106535527
2025-03-10,-0.0233855582303416,1.9487780301501392
2025-03-17,0.056743744352435975,2.116102736845058
2025-03-24,-0.09910087563421824,1.807294227057529
2025-03-31,-0.06554131575312129,1.623300469710037
2025-04-07,0.02564341113657572,1.690570842189584
2025-04-14,-0.046782338210226856,1.5646996470716958
2025-04-21,0.04298076280870024,1.6749323942780414
2025-04-28,0.015864794515668263,1.7173696470565671
2025-05-05,0.05076272182641618,1.8553107265496465
2025-05-12,0.02030023516400973,1.9132742057649241
2025-05-19,-0.019680411865283222,1.8559397695189643
2025-05-26,0.028075274740461075,1.9361210631904187
2025-06-02,0.0063134794717850965,1.9546582032495476
2025-06-09,0.013627492546331244,1.9949227858912875
2025-06-16,-0.04088163806021991,1.8724854365401744
2025-06-23,0.023418140973422617,1.9397537054371758
2025-06-30,0.02107422883325192,2.001706747738959
2025-07-07,0.015274086407551934,2.047555075974056
2025-07-14,0.016764199561457603,2.098644897442218
2025-07-21,0.024711795601622333,2.17521797678982
2025-07-28,-0.05411454125146564,2.003392512602432
2025-08-04,-0.017927101454919093,1.9495503903200637
2025-08-11,-0.004438881093135179,1.9364576868592227
2025-08-18,0.02134417928411745,1.9991339661877703
2025-08-25,-0.006541239385363799,1.9795159129661606
2025-09-01,0.01036914874403937,2.010410956652939
2025-09-08,0.06045619667184562,2.1924089535114275
2025-09-15,0.03914617278314637,2.3173795460000495
2025-09-22,0.010907081680532405,2.3535624756735993
2025-09-29,-0.0008234653548526705,2.3508009331595483
2025-10-06,-0.03185095798170355,2.2440747134324304
2025-10-13,0.008024352612452068,2.2701063128341517
2025-10-20,0.009059709369344537,2.299732525635288
2025-10-27,-0.010757384768759783,2.2642360332230376
2025-11-03,0.019136223912401707,2.3267011848577237
2025-11-10,-0.04465487768932046,2.178147750338985
2025-11-17,0.032927174632431236,2.2827951763220655
2025-11-24,0.005590741370865957,2.3011484351264087
2025-12-01,0.03257662833549642,2.4086887207778274
2025-12-08,-0.00648278280072912,2.3865909321657295
2025-12-15,0.031800423405562,2.4942859577100367
2025-12-22,-0.03755208892836329,2.3630682206849785
2025-12-29,0.017253210563996042,2.42109194483754
2026-01-05,0.0197084654235333,2.488516417143099
2026-01-12,0.015283902116648304,2.5418345605950345
2026-01-19,0.015772130022615523,2.5976968358033323
