name,path,owner,purpose,inputs,outputs,side_effects,dependencies,last_modified,test_coverage,repro_steps,acceptance_tests,known_limitations,checksum
turnover.py,scripts/dashboard/diagnostics/turnover.py,,Script turnover.py — purpose to be filled by owner,,,,,2026-02-01,unit: no; integration: no,,,,4391f8fcd68ce86d0f3ea719580159f2eaf37a8ff6df2599cc0ceaaf5786500f
diagnostics_sanity_check.py,scripts/dashboard/diagnostics_sanity_check.py,,Script diagnostics_sanity_check.py — purpose to be filled by owner,,,,,2026-02-01,unit: no; integration: no,,,,e22ee2a8d47e4ed7158a4fc578d01ef39f5881eae073936ce520f4e2c6e35367
scan_callbacks.py,scripts/dashboard/scan_callbacks.py,,Script scan_callbacks.py — purpose to be filled by owner,,,,,2026-02-01,unit: no; integration: no,,,,2f2e7f697555a4c9603d36036f47329750ca8fc3c29944107571df67de42db66
scan_diag.py,scripts/dashboard/scan_diag.py,,Script scan_diag.py — purpose to be filled by owner,,,,,2026-02-01,unit: no; integration: no,,,,f19255fdf07aca47e11f479df8f756424c0e79201cbc49cbc36be8ec8b2d5f3f
diag_ingest.py,scripts/diag_ingest.py,,Script diag_ingest.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,1ce7b82f25d2f51492f8378b6c7b78ffd5abd30babac3790bbe0863d5b0330ea
diag_weekly_build.py,scripts/diag_weekly_build.py,,Script diag_weekly_build.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,ba846cba5d2b21eb9493ff41382088d893cac337092cf660515b13b5ac145cf7
inspect_attribution.py,scripts/diagnostics/inspect_attribution.py,,Script inspect_attribution.py — purpose to be filled by owner,,,,,2026-02-02,unit: no; integration: no,,,,b56a8df83fb7555ae8b40394c1d5b574f75d0e9bd5aeff86f9b0c50a49d69703
inspect_csvs_quant_v1.py,scripts/diagnostics/inspect_csvs_quant_v1.py,,Script inspect_csvs_quant_v1.py — purpose to be filled by owner,,,,,2026-01-23,unit: no; integration: no,,,,649d5ef2d949415bd4a1166b628876513bece01e51c27412b0696aafbec660c2
verify_quant.py,scripts/diagnostics/verify_quant.py,,Script verify_quant.py — purpose to be filled by owner,,,,,2026-02-02,unit: no; integration: no,,,,ed85c3afabfd703b89b8eceb2a0bc4a487530d16b91f6d0003fc3caf49ecbd5d
enrich_daily.py,scripts/enrichment/enrich_daily.py,,Script enrich_daily.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,eb3a04ee2d2d848a15652d68f179bbd15adaa046b426d5726189332dfd1235f0
enrichment_10stock_weekly.py,scripts/enrichment/enrichment_10stock_weekly.py,,Script enrichment_10stock_weekly.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,79bff6f8da9b9dec9b1e8d2f5827ed95dfb685474830235e0ddf0e4851c66fa8
enrichment_daily_quant_v1.py,scripts/enrichment/enrichment_daily_quant_v1.py,,Script enrichment_daily_quant_v1.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,b66c6d56637793b437826e1ace235bd661121d63e4ff30055c2c9feca0f62ca9
ensure_and_rebuild_realized.py,scripts/ensure_and_rebuild_realized.py,,Script ensure_and_rebuild_realized.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,cc868104c7c8f512efb3efb301137facf8ead42987a09d8e6552946873906364
ensure_realized_return_now.py,scripts/ensure_realized_return_now.py,,Script ensure_realized_return_now.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,5789f3e0583ce0a0f54d39749e50b10194c62afeb11cd78c807b44229464a064
fix_and_run_verification.py,scripts/fix_and_run_verification.py,,Script fix_and_run_verification.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,2beb8aafd640ae782390429a2a47051a1744b1a2d982a1d228cefe1a30004e11
fix_escaped_newlines.py,scripts/fix_escaped_newlines.py,,Script fix_escaped_newlines.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,429ff0a87c6e21b543ecb907d8b1484a4c8a77c37fff31b39548fc0e770d84c3
fix_safe_match_indent.py,scripts/fix_safe_match_indent.py,,Script fix_safe_match_indent.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,2a1d56cb871415bd61a871ddcfbf86e1bb3d1f7372cab128b7a4820ab0c67627
fix_syntax_patch.py,scripts/fix_syntax_patch.py,,Script fix_syntax_patch.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,cd53316bf724e6c7d8d93ccbd4793c5d3d483ca2a1d5ef2d82137929e0c72961
force_realized_build.py,scripts/force_realized_build.py,,Script force_realized_build.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,36f9385d476b58bfeb00ba503ece0d9ab692fd446be0b393e7d3f94e5bd730c4
force_realized_build_fixed.py,scripts/force_realized_build_fixed.py,,Script force_realized_build_fixed.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,96a9ce00adaa5c8d5748caa8ed3925f97086df327cd562ca6d80ef8a395189a0
incremental_update_quant_v1.py,scripts/incremental/incremental_update_quant_v1.py,,Script incremental_update_quant_v1.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,95e6d5798e50d2a1c8d45007b4c507256991629e705a04bb2e977ec1506b9162
__init__.py,scripts/ingestion/__init__.py,,Script __init__.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
build_fundamentals_and_risk_quant_v1.py,scripts/ingestion/build_fundamentals_and_risk_quant_v1.py,,Script build_fundamentals_and_risk_quant_v1.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,b30656deaf04091eee1e3b6ad603fb9e2b79e7e6ca40a5d3defd0a135993642f
build_ingestion_parquet_quant_v1.py,scripts/ingestion/build_ingestion_parquet_quant_v1.py,,Script build_ingestion_parquet_quant_v1.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,8cc608e9d053ff48cacf702b261b8e045dd3b2c7f1842ff13a02239a908ffbf3
build_prices_quant_v1.py,scripts/ingestion/build_prices_quant_v1.py,,Script build_prices_quant_v1.py — purpose to be filled by owner,,,,,2026-02-04,unit: no; integration: no,,,,faa599fdb7b881f82630ba9e398e9650ec6d7fc6295d4f2f733fc02de16b22a5
ingestion_5years_quant_v1.py,scripts/ingestion/ingestion_5years_quant_v1.py,,Script ingestion_5years_quant_v1.py — purpose to be filled by owner,,,,,2026-01-23,unit: no; integration: no,,,,c1937a952827039f05d2b0a02a5c5e73a5ca1c4a5045efb08c3eca0bf91c7716
inspect_selection.py,scripts/inspect_selection.py,,Script inspect_selection.py — purpose to be filled by owner,,,,,2026-01-29,unit: no; integration: no,,,,feb3769defb0caadd09d87d4f1e924fc404f08b85861a76fccb11bc1615afaea
logging_quant_v1.py,scripts/logging_quant_v1.py,,Script logging_quant_v1.py — purpose to be filled by owner,,,,,2026-01-23,unit: no; integration: no,,,,c43788b80ea098e31b41e6f837fd3211feccbe4e337e19ef3918ee6ed889de9c
logging_quant_v1.py,scripts/logs/logging_quant_v1.py,,Script logging_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,17cb5353bb5555be8cb67df5f28b4f4d3b08c2a3ae6b3dedd94b7aa9613482d4
patch_logging_integration_quant_v1.py,scripts/logs/patch_logging_integration_quant_v1.py,,Script patch_logging_integration_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,89c67ebf1d6663677ed7552e2f36cbd42cdfb52ce834407716fd2b2c38d147ee
cleanup_dashboard_weekly_legacy.py,scripts/maintenance/cleanup_dashboard_weekly_legacy.py,,Script cleanup_dashboard_weekly_legacy.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,099ded5ff07f2b66b53c08fd3c9a03671c6001aee91261b34f3ed56a8a85e65d
cleanup_quant.py,scripts/maintenance/cleanup_quant.py,,Script cleanup_quant.py — purpose to be filled by owner,,,,,2026-02-02,unit: no; integration: no,,,,4067fe2892a6df9ab47d6ed25c8fb073c67ce4c50e1ed1c89b0448b43f876716
make_hist.py,scripts/make_hist.py,,Script make_hist.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,94228c8cb6decdd58f87a4118b97d66506a99c4496a1f20028fe2e68d341ee0e
make_price_returns.py,scripts/make_price_returns.py,,Script make_price_returns.py — purpose to be filled by owner,,,,,2026-02-02,unit: no; integration: no,,,,778845944519cd042c965a88a62d4cd1cb60877fa4a841bb545dbe862d7e5344
master_dataset_quant_v1.py,scripts/master/master_dataset_quant_v1.py,,Script master_dataset_quant_v1.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,7c7c9000343c7f9a5153474d6f752f18f9f2e9cbd8b566674d1f787216ec07d8
master_pipeline_quant_v1.py,scripts/master_pipeline_quant_v1.py,,Script master_pipeline_quant_v1.py — purpose to be filled by owner,,,,,2026-02-02,unit: no; integration: no,,,,7678d98c9cb15b15e92fe95945d8ea21fcee67c3a162951cb7e07494ceba1f92
build_optimiser_regime_quant_v1.py,scripts/optimiser/build_optimiser_regime_quant_v1.py,,Script build_optimiser_regime_quant_v1.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,906257d7d49d401404ea3a164008d5adbcd0e2e02548d0f3bba853e78f9d5400
patch_regen.py,scripts/patch_regen.py,,Script patch_regen.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,af652a40ba027b0d05f0ef1e6818c61576a30408d71cc938585a3016287f043a
patch_safe_match_fix.py,scripts/patch_safe_match_fix.py,,Script patch_safe_match_fix.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,590662987276fe4843d0f7a5951ecce9fce73d2e849d67be4839f767dfd49058
patch_safe_match_tolerant.py,scripts/patch_safe_match_tolerant.py,,Script patch_safe_match_tolerant.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,31be3958409bb5ce8752ebab6f53fedc1ab5fb516a3881710814b709312ac839
portfolio_engine_quant_v2.py,scripts/portfolio/portfolio_engine_quant_v2.py,,Script portfolio_engine_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,8593ab3d19b902a59bb0614e3462cea0251c4af91145dcca03c314e298dde4e6
portfolio_engine_regime_overlay_quant_v1.py,scripts/portfolio/portfolio_engine_regime_overlay_quant_v1.py,,Script portfolio_engine_regime_overlay_quant_v1.py — purpose to be filled by owner,,,,,2026-01-23,unit: no; integration: no,,,,618a1e1680c81e48be3b23c203b758b5bc875ad2b0e19679b42f46753b7fafea
quant_generate_historical_weights_ensemble_v1.py,scripts/quant_generate_historical_weights_ensemble_v1.py,,Script quant_generate_historical_weights_ensemble_v1.py — purpose to be filled by owner,,,,,2026-01-26,unit: no; integration: no,,,,7460241566a6cb8fd2f4635d11374bf8955858f6923102636bf77cfb7edb16e5
quant_weekly_10x10_v1.py,scripts/quant_weekly_10x10_v1.py,,Script quant_weekly_10x10_v1.py — purpose to be filled by owner,,,,,2026-01-26,unit: no; integration: no,,,,e3a5cc70f9088a8f812244013878b2f75fbe604a112368424fc9e4509a30e464
ranking_10stock_weekly.py,scripts/ranking/ranking_10stock_weekly.py,,Script ranking_10stock_weekly.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,d32b70399b0eaf244e7af944ba5d078d8cadae1c246a9eae210ff9d62aea3fce
ranking_weekly_quant_v1.py,scripts/ranking/ranking_weekly_quant_v1.py,,Script ranking_weekly_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,94d13d25d3984795094d2e8cb867df14c4823499a12df692568611ea4d704472
rebuild_mpl_cache.py,scripts/rebuild_mpl_cache.py,,Script rebuild_mpl_cache.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,7a45199f4008a3473b3962ca177d6532fedbcb976428d84351f27cf9c9e27fd9
build_securities_master_quant_v1.py,scripts/reference/build_securities_master_quant_v1.py,,Script build_securities_master_quant_v1.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,56f50365c2b330342a305bc797c2bdc932cd5cc40a29b029c1b16c2455affa4e
regen_and_verify.py,scripts/regen_and_verify.py,,Script regen_and_verify.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,30cedc288f3a04f24b6b1830e13932c0de48b1be2339c7965c76a3affe0c8151
__init__.py,scripts/reporting/__init__.py,,Script __init__.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
reporting_engine.py,scripts/reporting/reporting_engine.py,,Script reporting_engine.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,e3571ed51ae3c0dafb5086e47a5bd933e8636c295ce9abfa1a80734e1f66faba
reporting_engine_returns_v2.py,scripts/reporting/reporting_engine_returns_v2.py,,Script reporting_engine_returns_v2.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,db29fc9756c2a5b164eea8d5315174dc3e38e940a20b76686247d6a32712a3eb
build_factor_covariance_quant_v2.py,scripts/risk/build_factor_covariance_quant_v2.py,,Script build_factor_covariance_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,706252573b68fbccc0b186cd161150fc37d191b92e47aa8fd310be819adfda67
build_factor_exposures_quant_v2.py,scripts/risk/build_factor_exposures_quant_v2.py,,Script build_factor_exposures_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,84bce6df3b351b045704e7577446887f36bdf0075662abad2242ea2201fd4ab8
build_factor_model_scaffold_quant_v2.py,scripts/risk/build_factor_model_scaffold_quant_v2.py,,Script build_factor_model_scaffold_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,8aa73055da2b6bfe3ebfc41e91022ebb411e9f60bc0c7c73d2cd1d205163e210
build_factor_returns_quant_v2.py,scripts/risk/build_factor_returns_quant_v2.py,,Script build_factor_returns_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,80cbea20f23213a9fcd3baaa82101cb8283446b37f44026682af3801ed92ad38
run_growth_pipeline_quant_v1.pyrun_growth_pipeline_quant_v1.py,scripts/run_growth_pipeline_quant_v1.pyrun_growth_pipeline_quant_v1.py,,Script run_growth_pipeline_quant_v1.pyrun_growth_pipeline_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,d18cc0a8d38bffa436ae765d7b2c0b5a418730dc49150ca87c4f0156ebedd0e4
run_pipeline_10stock_weekly.py,scripts/run_pipeline_10stock_weekly.py,,Script run_pipeline_10stock_weekly.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,42f62f41d51a9abc829714a1c6121aac703c1cea0d8ff1d857ff2767408d361b
run_verification.py,scripts/run_verification.py,,Script run_verification.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,bcb452e1dec8b5ee17289f46337964c776eaff54fed9810567c2d521030d29b9
run_verification_now.py,scripts/run_verification_now.py,,Script run_verification_now.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,d31f8f4b25205a14c5c3e79b7358cf356ab58127e3c0b85f49229e3d6e636ca5
run_verification_using_realized.py,scripts/run_verification_using_realized.py,,Script run_verification_using_realized.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,27a529f4cfd818b59b6b6c94d8921cb0fe1c78f81b65f85e9850fdea8c2aafd0
build_weekly_selection_longonly.py,scripts/selection/build_weekly_selection_longonly.py,,Script build_weekly_selection_longonly.py — purpose to be filled by owner,,,,,2026-02-04,unit: no; integration: no,,,,e6bb88ebc8a898de844e2af521a1c701d1c2993df6a5a586697198ad8277e6fd
build_weekly_selection_longshort.py,scripts/selection/build_weekly_selection_longshort.py,,Script build_weekly_selection_longshort.py — purpose to be filled by owner,,,,,2026-02-04,unit: no; integration: no,,,,6889337f2007a7811ee41766a4fb2030535ac44c2a0450a72426283505e78473
validate_weekly_selection_longshort.py,scripts/selection/validate_weekly_selection_longshort.py,,Script validate_weekly_selection_longshort.py — purpose to be filled by owner,,,,,2026-02-04,unit: no; integration: no,,,,af6f9cd97f91298192c9de997774c4d7301b47813dcdeb2324afd6f86cdd5fd2
signal_library_quant_v1.py,scripts/signal_library_quant_v1.py,,Script signal_library_quant_v1.py — purpose to be filled by owner,,,,,2026-01-21,unit: no; integration: no,,,,37c8743feea2ae38ecb12fd0a0d25726c452af14817e4b78ed3646faa38af415
build_alpha_quant_v2.py,scripts/signals/build_alpha_quant_v2.py,,Script build_alpha_quant_v2.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,4fa8abfc8d2e29882618b4aff038ba2b4a68efedfd07c2dabeccad7276d7a5db
build_expected_returns_quant_v1.py,scripts/signals/build_expected_returns_quant_v1.py,,Script build_expected_returns_quant_v1.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,6d90ecfcec35e56668b66d4e29254cf292ff1df194e9fc70e8b3a1bc6ad6d0c3
compliance_checker_quant_v1.py,scripts/validation/compliance_checker_quant_v1.py,,Script compliance_checker_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,3c3b8c45b1d50dbac41825bee230711ae8aa5dd5707d900df3f9ca08902887fd
directory_auditor_quant_v1.py,scripts/validation/directory_auditor_quant_v1.py,,Script directory_auditor_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,ecb906f1a91f0428f2e38d983d68c161cde453c00268d01ca9f08c4c39fbd3bb
schema_validator_quant_v1.py,scripts/validation/schema_validator_quant_v1.py,,Script schema_validator_quant_v1.py — purpose to be filled by owner,,,,,2026-01-25,unit: no; integration: no,,,,5c1f3350b5c93e194fe651d9a005c8e2a9818370a63a531d55c2daf272b28b2d
verify_quant_v1_build (2).py,scripts/validation/verify_quant_v1_build (2).py,,Script verify_quant_v1_build (2).py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,d58e7960656731f6e1571ce1c2eb2d3a32cbae9a32c5f3db827b33ca5baaa630
verify_quant_v1_build.py,scripts/validation/verify_quant_v1_build.py,,Script verify_quant_v1_build.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,973ecc320853ff502a2b7d28bb2cd6af99d31fdca319a61fa60a004c234b12b1
verify_quant_v2_factor_scaffold.py,scripts/validation/verify_quant_v2_factor_scaffold.py,,Script verify_quant_v2_factor_scaffold.py — purpose to be filled by owner,,,,,2026-01-31,unit: no; integration: no,,,,898b14ad522a2dc6eae9744dffdf895385f0ebb02708b48068adf7f49fe9868a
verify_backtest_vs_ingestion.py,scripts/verify_backtest_vs_ingestion.py,,Script verify_backtest_vs_ingestion.py — purpose to be filled by owner,,,,,2026-01-29,unit: no; integration: no,,,,b2776ae4228f8ed7f0ef6d4d20d19fecfe5fd52c9b5e8037af5f7c90719ce054
verify_backtest_vs_ingestion_longshort.py,scripts/verify_backtest_vs_ingestion_longshort.py,,Script verify_backtest_vs_ingestion_longshort.py — purpose to be filled by owner,,,,,2026-01-29,unit: no; integration: no,,,,f6dd0ff5cf2752d904e932caaf1a845d0535fdc0515bf8e504ebeedab58f4892
test.py,test.py,,Script test.py — purpose to be filled by owner,,,,,2026-02-03,unit: no; integration: no,,,,09a073f6f27d11ff1dd587d7635428774422e62f214a93fb0be826acc8adb13d
generate_manifest.py,tools/generate_manifest.py,,Script generate_manifest.py — purpose to be filled by owner,,,,,2026-02-05,unit: no; integration: no,,,,4e9bdfd19213199c4c619591a7d383c57f4394e1b75192c89ee4d330a6008ea6
